,0,1,2,3,4,5,6,7
0,http://dbpedia.org/ontology/child,http://dbpedia.org/ontology/child(1.0),http://dbpedia.org/ontology/spouse(0.61),http://dbpedia.org/property/relative(0.47),http://dbpedia.org/ontology/relatives(0.38),http://dbpedia.org/ontology/parent(0.39),http://dbpedia.org/ontology/successor(0.09),http://dbpedia.org/ontology/predecessor(0.15)
1,http://dbpedia.org/ontology/spouse,http://dbpedia.org/ontology/child(0.61),http://dbpedia.org/ontology/spouse(1.0),http://dbpedia.org/property/relative(0.83),http://dbpedia.org/ontology/relatives(0.66),http://dbpedia.org/ontology/parent(0.87),http://dbpedia.org/ontology/successor(0.17),http://dbpedia.org/ontology/predecessor(0.02)
2,http://dbpedia.org/property/relative,http://dbpedia.org/ontology/child(0.47),http://dbpedia.org/ontology/spouse(0.83),http://dbpedia.org/property/relative(1.0),http://dbpedia.org/ontology/relatives(0.51),http://dbpedia.org/ontology/parent(0.73),http://dbpedia.org/ontology/successor(0.08),http://dbpedia.org/ontology/predecessor(0.21)
3,http://dbpedia.org/ontology/relatives,http://dbpedia.org/ontology/child(0.38),http://dbpedia.org/ontology/spouse(0.66),http://dbpedia.org/property/relative(0.51),http://dbpedia.org/ontology/relatives(1.0),http://dbpedia.org/ontology/parent(0.3),http://dbpedia.org/ontology/successor(0.1),http://dbpedia.org/ontology/predecessor(0.09)
4,http://dbpedia.org/ontology/parent,http://dbpedia.org/ontology/child(0.39),http://dbpedia.org/ontology/spouse(0.87),http://dbpedia.org/property/relative(0.73),http://dbpedia.org/ontology/relatives(0.3),http://dbpedia.org/ontology/parent(1.0),http://dbpedia.org/ontology/successor(0.25),http://dbpedia.org/ontology/predecessor(013)
5,http://dbpedia.org/ontology/successor,http://dbpedia.org/ontology/child(0.09),http://dbpedia.org/ontology/spouse(0.17),http://dbpedia.org/property/relative(0.08),http://dbpedia.org/ontology/relatives(0.1),http://dbpedia.org/ontology/parent(0.25),http://dbpedia.org/ontology/successor(1.0),http://dbpedia.org/ontology/predecessor(0.78)
6,http://dbpedia.org/ontology/predecessor,http://dbpedia.org/ontology/child(0.15),http://dbpedia.org/ontology/spouse(0.02),http://dbpedia.org/property/relative(0.21),http://dbpedia.org/ontology/relatives(0.09),http://dbpedia.org/ontology/parent(0.13),http://dbpedia.org/ontology/successor(078),http://dbpedia.org/ontology/predecessor(1.0)
